title,year,authors,venue,doi,url,openalex_cited_by_count,s2_citation_count,relevance,abstract_source,query_hits,abstract_summary,abstract
Turbulent Heat Fluxes in Urban Areas: Observations and a Local-Scale Urban Meteorological Parameterization Scheme (LUMPS),2002.0,"Sue Grimmond, T. R. Oke",Journal of Applied Meteorology,10.1175/1520-0450(2002)041<0792:thfiua>2.0.co;2,https://openalex.org/W2099554999,418.0,,5,openalex,fetch effect evaporation,"- A new scheme to define the Holtslag and van Ulden α and β parameters for urban environments is presented; α is empirically related to the plan fraction of the surface that is vegetated or irrigated, and a new urban value of β captures the observed delay in reversal of the sign of the sensible heat flux in the evening.
- The turbulent sensible and latent heat fluxes are calculated using the available energy and are partitioned using the approach of de Bruin and Holtslag, and Holtslag and van Ulden.
- LUMPS is evaluated using field observations collected in seven North American cities (Mexico City, Mexico; Miami, Florida; Tucson, Arizona; Los Angeles and Sacramento, California; Vancouver, British Columbia, Canada; and Chicago, Illinois).","A linked set of simple equations specifically designed to calculate heat fluxes for the urban environment is presented. This local-scale urban meteorological parameterization scheme (LUMPS), which has similarities to the hybrid plume dispersion model (HPDM) scheme, requires only standard meteorological observations and basic knowledge of surface cover. LUMPS is driven by net all-wave radiation. Heat storage by the urban fabric is parameterized from net all-wave radiation and surface cover information using the objective hysteresis model (OHM). The turbulent sensible and latent heat fluxes are calculated using the available energy and are partitioned using the approach of de Bruin and Holtslag, and Holtslag and van Ulden. A new scheme to define the Holtslag and van Ulden α and β parameters for urban environments is presented; α is empirically related to the plan fraction of the surface that is vegetated or irrigated, and a new urban value of β captures the observed delay in reversal of the sign of the sensible heat flux in the evening. LUMPS is evaluated using field observations collected in seven North American cities (Mexico City, Mexico; Miami, Florida; Tucson, Arizona; Los Angeles and Sacramento, California; Vancouver, British Columbia, Canada; and Chicago, Illinois). Performance is shown to be better than that for the standard HPDM preprocessor scheme. Most improvement derives from the inclusion of the OHM for the storage heat flux and the revised β coefficient. The scheme is expected to have broad utility in models used to calculate air pollution dispersion and the mixing depths of urban areas or to provide surface forcing for mesoscale models of urban regions. Copyright 2002 American Meteorological Society (AMS). Permission\nto use figures, tables, and brief excerpts from this work in scientific and educational\nworks is hereby granted provided that the source is acknowledged. Any use of material in\nthis work that is determined to be “fair use” under Section 107 of the U.S. Copyright Act\nor that satisfies the conditions specified in Section 108 of the U.S. Copyright Act (17\nUSC §108, as revised by P.L. 94-553) does not require the AMS’s permission.\nRepublication, systematic reproduction, posting in electronic form, such as on a web site\nor in a searchable database, or other uses of this material, except as exempted by the\nabove statement, requires written permission or a license from the AMS. Additional\ndetails are provided in the AMS Copyright Policy, available on the AMS Web site\nlocated at (http://www.ametsoc.org/) or from the AMS at 617-227-2425 or\ncopyright@ametsoc.org."
Evaluation of the Town Energy Balance (TEB) Scheme with Direct Measurements from Dry Districts in Two Cities,2002.0,"Valéry Masson, Sue Grimmond, T. R. Oke",Journal of Applied Meteorology,10.1175/1520-0450(2002)041<1011:eotteb>2.0.co;2,https://openalex.org/W2118127969,285.0,,5,openalex,fetch effect evaporation,"- Here the authors evaluate TEB using directly measured surface temperatures and local-scale energy balance and radiation fluxes for two `simple' urban sites: a downtown area within the historic core of Mexico City, Mexico (stone buildings five to six stories in height), and a light industrial site in Vancouver, British Columbia, Canada (flat-roofed, single-story warehouses).
- In Mexico City, with deep urban canyons and stone walls, almost two-thirds of the net radiation is partitioned into storage heat flux during the day, and this maintains large heat releases and an upward turbulent sensible heat flux at night.
- It is forced with atmospheric data and radiation recorded above roof level and incorporates detailed representations of the urban surface (canyon geometry) to simulate energy balances for walls, roads, and roofs.","The Town Energy Balance (TEB) model of Masson simulates turbulent fluxes for urban areas. It is forced with atmospheric data and radiation recorded above roof level and incorporates detailed representations of the urban surface (canyon geometry) to simulate energy balances for walls, roads, and roofs. Here the authors evaluate TEB using directly measured surface temperatures and local-scale energy balance and radiation fluxes for two `simple' urban sites: a downtown area within the historic core of Mexico City, Mexico (stone buildings five to six stories in height), and a light industrial site in Vancouver, British Columbia, Canada (flat-roofed, single-story warehouses). At both sites, vegetation cover is less than 5%, which permits direct evaluation of TEB in the absence of a coupled vegetation scheme. Following small modifications to TEB, notably to the aerodynamic resistance formulations, the model is shown to perform well overall. In Mexico City, with deep urban canyons and stone walls, almost two-thirds of the net radiation is partitioned into storage heat flux during the day, and this maintains large heat releases and an upward turbulent sensible heat flux at night. TEB simulates all of these features well. At both sites TEB correctly simulates the net radiation, surface temperatures, and the partitioning between the turbulent and storage heat fluxes. The composite wall temperature simulated by TEB is close to the average of the four measured wall temperatures. A sensitivity analysis of model parameters shows TEB is fairly robust; for the conditions considered here, TEB is most sensitive to roof characteristics and incoming solar radiation."
Two Improvements of an Operational Two-Layer Model for Terrestrial Surface Heat Flux Retrieval,2008.0,"Renhua Zhang, Jing Tian, Hongbo Su, Xiaomin Sun, Shaohui Chen, Jun Xia",Sensors,10.3390/s8106165,https://openalex.org/W2060082190,132.0,,5,openalex,patch scale advection evapotranspiration,"- These improvements are: 1) a surface energy balance method is used to determine the theoretical boundary lines (namely ‘true wet/cool edge’ and ‘true dry/warm edge’ in the trapezoid) in the scatter plot for the surface temperature versus the fractional vegetation cover in mixed pixels; 2) a new assumption that the slope of the Tm – f curves is mainly controlled by soil water content is introduced.
- The model predictions from the improved model were assessed in this study by in situ measurements, which show that the total latent heat flux from the soil and vegetation are in close agreement with the in situ measurement with an RMSE (Root Mean Square Error) ranging from 30 w/m2~50 w/m2,which is consistent with the site scale measurement of latent heat flux.
- The above differences are mainly caused by 1) the scale disparity between the field measurement and the MODIS observation; 2) the non-closure problem of the surface energy balance from the surface fluxes observations themselves.","In order to make the prediction of land surface heat fluxes more robust, two improvements were made to an operational two-layer model proposed previously by Zhang. These improvements are: 1) a surface energy balance method is used to determine the theoretical boundary lines (namely ‘true wet/cool edge’ and ‘true dry/warm edge’ in the trapezoid) in the scatter plot for the surface temperature versus the fractional vegetation cover in mixed pixels; 2) a new assumption that the slope of the Tm – f curves is mainly controlled by soil water content is introduced. The variables required by the improved method include near surface vapor pressure, air temperature, surface resistance, aerodynamic resistance, fractional vegetation cover, surface temperature and net radiation. The model predictions from the improved model were assessed in this study by in situ measurements, which show that the total latent heat flux from the soil and vegetation are in close agreement with the in situ measurement with an RMSE (Root Mean Square Error) ranging from 30 w/m2~50 w/m2,which is consistent with the site scale measurement of latent heat flux. Because soil evaporation and vegetation transpiration are not measured separately from the field site, in situ measured CO2 flux is used to examine the modeled λEveg. Similar trends of seasonal variations of vegetation were found for the canopy transpiration retrievals and in situ CO2 flux measurements. The above differences are mainly caused by 1) the scale disparity between the field measurement and the MODIS observation; 2) the non-closure problem of the surface energy balance from the surface fluxes observations themselves. The improved method was successfully used to predict the component surface heat fluxes from the soil and vegetation and it provides a promising approach to study the canopy transpiration and the soil evaporation quantitatively during the rapid growing season of winter wheat in northern China."
"Large Aperture Scintillometer Used Over A Homogeneous Irrigated Area, Partly Affected By Regional Advection",2002.0,"J. Hoedjes, R. Zuurbier, C. Watts",,10.1023/a:1019644420081,https://www.semanticscholar.org/paper/d9a6ea924c1c62e186fec20b9fcf4d77b6c66efc,,75.0,5,,sensible heat advection latent heat flux,,
Boundary‐layer growth and advection of heat over snow and soil patches: modelling and parameterization,2006.0,"R. Essery, R. Granger, J. Pomeroy",,10.1002/hyp.6122,https://www.semanticscholar.org/paper/589abf665603370a3a1528ada0f90e296e01598d,,50.0,5,,internal boundary layer evapotranspiration advection,,
Regional Advection Perturbations in an Irrigated Desert (RAPID) experiment,2005.0,"H. D. de Bruin, O. Hartogensis, R. G. Allen, J. Kramer",,10.1007/s00704-004-0096-x,https://www.semanticscholar.org/paper/f7b66e8e7550ae0789b4cfc51ff4d26de22e1de3,,42.0,5,,sensible heat advection latent heat flux,,
Mapping evapotranspiration variability over a complex oasis-desert ecosystem based on automated calibration of Landsat 7 ETM+ data in SEBAL,2019.0,"F. U. Ochege, G. Luo, M. Obeta, G. Owusu, E. Duulatov, Liangzhong Cao, J. Nsengiyumva",GIScience & Remote Sensing,10.1080/15481603.2019.1643531,https://www.semanticscholar.org/paper/e6c5ae1367fd2de0d966d69bd2808bd5d4208093,,24.0,5,semanticscholar,advective enhancement evapotranspiration,"- This study adapted and applied the sensible heat flux calibration mechanism of Surface Energy Balance Algorithm for Land (SEBAL) to 16 clear-sky Landsat 7 ETM+ dataset, following a guided automatic pixels search from surface temperature Ts and Normalized Difference Vegetation Index NDVI ().
- Here, the utility of high-resolution satellite dataset is employed to model the growing season dynamic of near-surface fluxes controlled by the advective effects of desert and oasis ecosystems in the SASB.
- Results were comprehensively validated with flux components and actual ET (ETa) outputs of Eddy Covariance (EC) and Meteorological Station (KZL) observations located in the desert and oasis, respectively.","Fragmented ecosystems of the desiccated Aral Sea seek answers to the profound local hydrologically- and water-related problems. Particularly, in the Small Aral Sea Basin (SASB), these problems are associated with low precipitation, increased temperature, land use and evapotranspiration (ET) changes. Here, the utility of high-resolution satellite dataset is employed to model the growing season dynamic of near-surface fluxes controlled by the advective effects of desert and oasis ecosystems in the SASB. This study adapted and applied the sensible heat flux calibration mechanism of Surface Energy Balance Algorithm for Land (SEBAL) to 16 clear-sky Landsat 7 ETM+ dataset, following a guided automatic pixels search from surface temperature Ts and Normalized Difference Vegetation Index NDVI (). Results were comprehensively validated with flux components and actual ET (ETa) outputs of Eddy Covariance (EC) and Meteorological Station (KZL) observations located in the desert and oasis, respectively. Compared with the original SEBAL, a noteworthy enhancement of flux estimations was achieved as follows: – desert ecosystem ETa R2 = 0.94; oasis ecosystem ETa R2 = 0.98 (P < 0.05). The improvement uncovered the exact land use contributions to ETa variability, with average estimates ranging from 1.24 mm to 6.98 mm . Additionally, instantaneous ET to NDVI (ETins-NDVI) ratio indicated that desert and oasis consumptive water use vary significantly with time of the season. This study indicates the possibility of continuous daily ET monitoring with considerable implications for improving water resources decision support over complex data-scarce drylands."
Paddy Field Scale Evapotranspiration Estimation Based on Two-Source Energy Balance Model with Energy Flux Constraints and UAV Multimodal Data,2025.0,"Tian’ao Wu, Kaihua Liu, Minghan Cheng, Zhe Gu, Weihua Guo, Xiyun Jiao",Remote Sensing,10.3390/rs17101662,https://www.semanticscholar.org/paper/09825dd9895ec1b3654c9b84d27789bc1d534781,,19.0,5,semanticscholar,advective enhancement evapotranspiration,"- This study aims to enhance the accuracy and reliability of ET estimation in rice paddies through two synergistic approaches: (1) integrating the energy flux diurnal variations into the Two-Source Energy Balance (TSEB) model, which considers the canopy and soil temperature components separately, for physical estimation and (2) optimizing the flight altitudes and observation times for thermal infrared (TIR) data acquisition to enhance the data quality.
- These adaptations enabled the TSEB model to achieve a satisfactory accuracy in estimating energy flux compared to the single-source SEBAL model, with R2 values of 0.8501 for Rn − G and 0.7503 for latent heat (LE), as well as reduced rRMSE values.
- Moreover, the integration of ground and UAV multimodal data highlights its potential for precise irrigation practices and sustainable water resource management.","Accurate evapotranspiration (ET) monitoring is important for making scientific irrigation decisions. Unmanned aerial vehicle (UAV) remote sensing platforms allow for the flexible and efficient acquisition of field data, providing a valuable approach for large-scale ET monitoring. This study aims to enhance the accuracy and reliability of ET estimation in rice paddies through two synergistic approaches: (1) integrating the energy flux diurnal variations into the Two-Source Energy Balance (TSEB) model, which considers the canopy and soil temperature components separately, for physical estimation and (2) optimizing the flight altitudes and observation times for thermal infrared (TIR) data acquisition to enhance the data quality. The results indicated that the energy flux in rice paddies followed a single-peak diurnal pattern dominated by net radiation (Rn). The diurnal variation in the ratio of soil heat flux (G) to Rn could be well fitted by the cosine function with a max value and peak time (R2 > 0.90). The optimal flight altitude and time (50 m and 11:00 am) for improved identification of temperature differentiation between treatments were further obtained through cross-comparison. These adaptations enabled the TSEB model to achieve a satisfactory accuracy in estimating energy flux compared to the single-source SEBAL model, with R2 values of 0.8501 for Rn − G and 0.7503 for latent heat (LE), as well as reduced rRMSE values. In conclusion, this study presents a reliable method for paddy field scale ET estimation based on a calibrated TSEB model. Moreover, the integration of ground and UAV multimodal data highlights its potential for precise irrigation practices and sustainable water resource management."
Advection and diffusion in a chemically induced compressible flow,2018.0,"F. Raynal, M. Bourgoin, C. Cottin-Bizonne, C. Ybert, R. Volk",Journal of Fluid Mechanics,10.1017/jfm.2018.335,https://www.semanticscholar.org/paper/2277c03247adaf5d7aa8d2445999b2fe5670922d,,19.0,5,semanticscholar,patch scale advection evapotranspiration,"- We observe that the evolution of global concentrations, defined as the inverse of the patches’ areas, are very similar to those obtained experimentally in chaotic advection.
- This maximum is found not to depend on the flow stretching rate nor on its topology (strain or shear flow), but only on the characteristics of salt and colloids (diffusion coefficients and diffusiophoretic constant) and the initial size of the patches.
- We study analytically the joint dispersion of Gaussian patches of salt and colloids in linear flows, and how salt gradients accelerate or delay colloid spreading by diffusiophoretic effects.","We study analytically the joint dispersion of Gaussian patches of salt and colloids in linear flows, and how salt gradients accelerate or delay colloid spreading by diffusiophoretic effects. Because these flows have constant gradients in space, the problem can be solved almost entirely for any set of parameters, leading to predictions of how the mixing time and the Batchelor scale are modified by diffusiophoresis. We observe that the evolution of global concentrations, defined as the inverse of the patches’ areas, are very similar to those obtained experimentally in chaotic advection. They are quantitatively explained by examining the area dilatation factor, in which diffusive and diffusiophoretic effects are shown to be additive and appear as the divergence of a diffusive contribution or of a drift velocity. An analysis based on compressibility is developed in the salt-attracting case, for which colloids are first compressed before dispersion, to predict the maximal colloid concentration as a function of the parameters. This maximum is found not to depend on the flow stretching rate nor on its topology (strain or shear flow), but only on the characteristics of salt and colloids (diffusion coefficients and diffusiophoretic constant) and the initial size of the patches."
Abiotic Mechanisms Drive Enhanced Evaporative Losses under Urban Oasis Conditions,2020.0,"E. Vivoni, M. Kindler, Zhaocheng Wang, E. Pérez‐Ruiz",Geophysical Research Letters,10.1029/2020gl090123,https://www.semanticscholar.org/paper/6af3d265338e3bdf5adcf3dff8fb6df37dbf7396,,17.0,5,semanticscholar,oasis effect evaporation evapotranspiration,"- In this study, we utilize a 1‐yr record of water, energy, and carbon dioxide (CO2) fluxes to study the occurrence and signature of the oasis effect in an irrigated turf grass of an arid urban region.
- The oasis effect refers to the impact of advected energy on the surface energy balance leading to enhanced evapotranspiration.
- Evaporative enhancements are linked to abiotic mechanisms, such as soil and irrigation water evaporation, since plant productivity is unaltered.","The oasis effect refers to the impact of advected energy on the surface energy balance leading to enhanced evapotranspiration. In this study, we utilize a 1‐yr record of water, energy, and carbon dioxide (CO2) fluxes to study the occurrence and signature of the oasis effect in an irrigated turf grass of an arid urban region. Days with the oasis effect are selected using readily available air temperature and relative humidity and include excessive heat warnings. During oasis days, higher evaporative cooling is demonstrated throughout the day, especially for late afternoons when it can exceed net radiation. Evaporative enhancements are linked to abiotic mechanisms, such as soil and irrigation water evaporation, since plant productivity is unaltered. Nighttime evaporative losses and CO2 releases are also enhanced during oasis days. Our findings show how the oasis effect impacts the water, carbon, and thermal conditions of urban parks."
Quantifying variability in field-scale evapotranspiration measurements in an irrigated agricultural region under advection,2015.0,"W. Kustas, J. Alfieri, S. Evett, N. Agam",Irrigation science,10.1007/s00271-015-0469-1,https://www.semanticscholar.org/paper/71f9ae6aac41483891e2764382697a09b392b3c3,,17.0,5,,advection irrigation evapotranspiration | patch scale advection evapotranspiration,,
What is the Priestley–Taylor wet-surface evaporation parameter? Testing four hypotheses,2023.0,"R. Crago, Joszef Szilagyi, R. Qualls",Hydrology and Earth System Sciences,10.5194/hess-27-3205-2023,https://www.semanticscholar.org/paper/d0c2a76584f014a6fb18e2b961948a7d94e614e2,,11.0,5,semanticscholar,sensible heat advection latent heat flux,"- The Bowen ratio (H/LE, where H is the sensible heat flux, and LE is
the latent heat flux) for equilibrium (i.e., saturated air column near the
surface) evaporation is a constant times the Bowen ratio at minimal
advection (Andreas et al., 2013).
- Minimal advection over a wet surface corresponds to a particular relative humidity value.
- For each model, separate optimizations were done for predictions
of the target variables α, wet-surface evaporation (α
multiplied by equilibrium evaporation rate) and actual evaporation (the
latter using a highly successful version of the complementary relationship
of evaporation).","Abstract. This study compares four different hypotheses regarding the nature
of the Priestley–Taylor parameter α. They are as follows:
 α is a universal constant. The Bowen ratio (H/LE, where H is the sensible heat flux, and LE is
the latent heat flux) for equilibrium (i.e., saturated air column near the
surface) evaporation is a constant times the Bowen ratio at minimal
advection (Andreas et al., 2013). Minimal advection over a wet surface corresponds to a particular relative humidity value. α is a constant fraction of the difference from the minimum value of 1 to the maximum value of α proposed by Priestley and Taylor (1972).
Formulas for α are developed for the last three hypotheses. Weather,
radiation, and surface energy flux data from 171 FLUXNET eddy covariance
stations were used. The condition LEref/LEp> 0.90 was
taken as the criterion for nearly saturated conditions (where LEref is
the reference, and LEp is the apparent potential evaporation rate from the equation by Penman, 1948). Daily and monthly average data from the sites were
obtained. All formulations for α include one model parameter which
is optimized such that the root mean square error of the target variable was
minimized. For each model, separate optimizations were done for predictions
of the target variables α, wet-surface evaporation (α
multiplied by equilibrium evaporation rate) and actual evaporation (the
latter using a highly successful version of the complementary relationship
of evaporation). Overall, the second and fourth hypotheses received the best
support from the data."
Enhanced Turbulent Heat Fluxes Improve Meiyu‐Baiu Simulation in High‐Resolution Atmospheric Models,2021.0,"Tian Ding, Tianjun Zhou, Xiaolong Chen, Liwei Zou, Puxi Li, M. Roberts, P. Wu",Journal of Advances in Modeling Earth Systems,10.1029/2020ms002430,https://www.semanticscholar.org/paper/e532779d817213bab4882007804491cd71be0df5,,9.0,5,semanticscholar,sensible heat advection latent heat flux,"- Based on moist static energy analyses, the stronger vertical motion in the HRMSs is mainly balanced by enhanced net energy flux into the atmosphere column in the “Meiyu‐Baiu” (MB) region due to the increase of air‐sea turbulent latent heat fluxes along the Kuroshio and sensible heat fluxes over land.
- Higher saturated specific humidity determined by finer sea surface temperature, less near‐surface specific humidity along the Kuroshio, and stronger near‐surface winds on western side of the western North Pacific Subtropical High strengthened by the enhanced pressure gradient together contribute to higher ventilation efficiencies and enhanced ocean forcing along the Kuroshio, leading to more turbulent latent heat fluxes in the HRMs.
- Additionally, drier and less cloudy atmosphere in the HRMs result in more downward shortwave radiation heating over the land, which partly contributes to the increased sensible heat flux.","Based on 10 pairs of atmospheric general circulation models from the Coupled Model Intercomparison Project Phase 6 High Resolution Model Intercomparison Project, we find that high‐resolution models (HRMs, ∼50 km) perform better than low‐resolution models (LRMs, ∼100 km) in simulating the East Asian summer monsoon (EASM) rain belt. We attribute the increased rainfall to enhanced vertical advection of water vapor in the HRMs which is mainly contributed by enhanced vertical motion. Based on moist static energy analyses, the stronger vertical motion in the HRMSs is mainly balanced by enhanced net energy flux into the atmosphere column in the “Meiyu‐Baiu” (MB) region due to the increase of air‐sea turbulent latent heat fluxes along the Kuroshio and sensible heat fluxes over land. The increased net energy flux in the HRMs drives stronger ascending motion, resulting in more realistic rainfall in the MB region. Higher saturated specific humidity determined by finer sea surface temperature, less near‐surface specific humidity along the Kuroshio, and stronger near‐surface winds on western side of the western North Pacific Subtropical High strengthened by the enhanced pressure gradient together contribute to higher ventilation efficiencies and enhanced ocean forcing along the Kuroshio, leading to more turbulent latent heat fluxes in the HRMs. Additionally, drier and less cloudy atmosphere in the HRMs result in more downward shortwave radiation heating over the land, which partly contributes to the increased sensible heat flux. This understanding of the sensitivity of simulated MB to model resolution has implications for precipitation simulation and prediction over East Asia."
Characteristics and Scaling of the Stable Marine Internal Boundary Layer,2021.0,"Q. Jiang, Q. Wang",Journal of Geophysical Research: Atmospheres,10.1029/2021jd035510,https://www.semanticscholar.org/paper/9200d3e4d704e3a6aa57d2861b856ca4d97e5bce,,8.0,5,semanticscholar,internal boundary layer evapotranspiration advection,"- The characteristics of a stable internal boundary layer (SIBL) offshore of Duck, North Carolina documented during CASPER‐EAST have been examined using surface layer‐resolving large eddy simulations.
- Under the influence of steady offshore winds, a SIBL develops over the coastal waters with its depth growing with the offshore advection time (TA) as ∼ TA .
- In the FOZ, the advection from land becomes negligible, and MOST is applicable throughout the constant flux layer.","The characteristics of a stable internal boundary layer (SIBL) offshore of Duck, North Carolina documented during CASPER‐EAST have been examined using surface layer‐resolving large eddy simulations. Under the influence of steady offshore winds, a SIBL develops over the coastal waters with its depth growing with the offshore advection time (TA) as ∼ TA . The SIBL includes an internal equilibrium layer above the surface where the heat and momentum fluxes linearly decrease with height and a transition layer aloft. The offshore area can be partitioned into three distinct zones, namely, a nearshore zone (NSZ, TA < Td/3), an intermediate offshore zone (IOZ, Td/3 < TA < Td), and a far‐offshore zone (FOZ, TA > Td), where Td is the vertically‐averaged turbulent dissipation time. The advection of turbulence from land plays a significant role in the momentum and scalar budgets over the NSZ. Consequently, the Monin‐Obukhov similarity theory (MOST) becomes invalid, and local similarity theory is applicable only above the SIBL in the NSZ. In the IOZ, the advection of turbulence from land is less important but still non‐negligible. As a result, while the dimensionless standard deviations of winds and potential temperature converge toward the MOST curves, the dimensionless gradients are smaller than their counterparts in the FOZ. In the FOZ, the advection from land becomes negligible, and MOST is applicable throughout the constant flux layer. Over the IOZ and the FOZ, LST works reasonably well within the SIBL."
Finite Difference Patch Dynamics for Advection Homogenization Problems,2006.0,"G. Samaey, D. Roose, I. Kevrekidis",,10.1007/3-540-35888-9_10,https://www.semanticscholar.org/paper/a9a86cf5dbe8a0a3f877957547c38fcb219001cf,,8.0,5,,patch scale advection evapotranspiration,,
Observations of Offshore Internal Boundary Layers,2023.0,"R. Krishnamurthy, H. Fernando, D. Alappattu, E. Creegan, Q. Wang",Journal of Geophysical Research: Atmospheres,10.1029/2022jd037425,https://www.semanticscholar.org/paper/44b132133dbd98a0b519dab78be268909b579f25,,7.0,5,semanticscholar,internal boundary layer evapotranspiration advection,"- The growth of the marine internal boundary layer (MIBL, height hi) with the shore‐normal distance x, is a topic of continuing interest because of its applications in coastal pollution dispersion, offshore wind farm siting, coastal air‐sea fluxes and in evaporative ducting.
- Meteorological sensors (flux towers and remote sensing) deployed along the coast of Point Mugu, California, on a research vessel and FLoating Instrument Platform provided surface layer and boundary layer observations.
- A parameterization scheme is developed based on advection‐diffusion balance equations, accounting for upstream turbulence, and compared with hi observations from a Doppler lidar and profiles taken from a small boat.","The growth of the marine internal boundary layer (MIBL, height hi) with the shore‐normal distance x, is a topic of continuing interest because of its applications in coastal pollution dispersion, offshore wind farm siting, coastal air‐sea fluxes and in evaporative ducting. Available data on MIBL are scarce, given the difficulty of measuring the variability of coastal winds. During the Coupled Air‐Sea Processes and Electromagnetic Research campaigns, an array of instrumentation was deployed to measure offshore spatial variability and its effect on electromagnetic (EM) wave propagation. Meteorological sensors (flux towers and remote sensing) deployed along the coast of Point Mugu, California, on a research vessel and FLoating Instrument Platform provided surface layer and boundary layer observations. Measurements from multiple remote sensors such as synchronized triple Doppler lidars, small boat operations with tethered lifting system, and radiosondes provided a holistic view of the MIBL growth and its spatial variability in coastal areas. Convective and stable MIBL observed during two intensive operating period days showed distinct growth characteristics off the coast of Point‐Mugu. During stable stratified atmospheric conditions, an MIBL was observed to develop least as far as 47 km from the coast. The growth of MIBL within the nearshore adjustment zone was influenced by surrounding atmospheric, oceanographic, and topographic conditions. A parameterization scheme is developed based on advection‐diffusion balance equations, accounting for upstream turbulence, and compared with hi observations from a Doppler lidar and profiles taken from a small boat. An evaluation of existing IBL theories is also conducted."
LATENT HEAT FLUX OF IRRIGATED ALFALFA MEASURED BY WEIGHING LYSIMETER AND BOWEN RATIO-ENERGY BALANCE,,"R. Todd, S. Evett, T. Howell",,,https://www.semanticscholar.org/paper/2522cf84ad97addbc4b0f80cefda72067e8e1e4d,,4.0,5,,sensible heat advection latent heat flux,,
An increase in autumn marine heatwaves caused by the Indian Ocean Dipole in the Bay of Bengal,2024.0,"Kunming Liang, Yun Qiu, Xinyu Lin, Wenshu Lin, Xutao Ni, Yijun He",Journal of Climate,10.1175/jcli-d-23-0541.1,https://www.semanticscholar.org/paper/c2d5f0753b0a3903df9ea4e8ff70042a0d7e72ef,,3.0,5,semanticscholar,sensible heat advection latent heat flux,"- The reduced latent heat flux loss and enhanced shortwave radiation due to the anomalous atmospheric low-level high pressure associated with the pIOD account for 63% and 50%, respectively, of the anomalous enhanced TQ, while the longwave radiation and sensible heat flux make smaller contributions of −20% and 7%.
- The increased MHW days in the central bay could be primarily attributed to the enhanced net heat flux (TQ), which is 9.7 times the contribution of ocean dynamic processes (horizontal advection + entrainment).
- In addition, thermocline deepening in the southwestern bay, caused by this anomalous high pressure and associated anticyclonic wind anomalies, favors the occurrence and persistence of MHWs by reducing the mixed-layer cooling rate.","This study investigates the interannual variability of Marine Heatwaves (MHWs) in the Bay of Bengal (BOB) associated with the Indian Ocean Dipole (IOD) from 1982 to 2021. The results revealed a significant positive correlation at the 95% confidence level between the IOD and MHW days in the central bay at the peak of the IOD in autumn. During positive IOD (pIOD) events, the central bay experienced more MHW days in autumn, with an average increase of 7.4 days. The increased MHW days in the central bay could be primarily attributed to the enhanced net heat flux (TQ), which is 9.7 times the contribution of ocean dynamic processes (horizontal advection + entrainment). The reduced latent heat flux loss and enhanced shortwave radiation due to the anomalous atmospheric low-level high pressure associated with the pIOD account for 63% and 50%, respectively, of the anomalous enhanced TQ, while the longwave radiation and sensible heat flux make smaller contributions of −20% and 7%. In addition, thermocline deepening in the southwestern bay, caused by this anomalous high pressure and associated anticyclonic wind anomalies, favors the occurrence and persistence of MHWs by reducing the mixed-layer cooling rate. In addition to the influence of the IOD, the El Niño-Southern Oscillation mainly affects MHWs from winter to the following summer, which confirms the result of a previous study."
Importance of vertical mixing and barrier layer variation on seasonal mixed layer heat balance in the Bay of Bengal,2017.0,"U. Pathirana, Gengxin Chen, T. Priyadarshana, Dongxiao Wang",,10.5194/os-2017-67,https://www.semanticscholar.org/paper/1221fca3fae472c9ac7fbd26c32292374b724b6f,,2.0,5,semanticscholar,sensible heat advection latent heat flux,"- Seasonal variations and the magnitudes of longwave radiation (QLW), sensible heat flux (QS), and horizontal mixed-layer heat advection are much weaker compared to those of QSW and QL.
- The heat storage rate (HSR) is primarily driven by latent heat flux and shortwave radiation (QSW and QL).
- Time series measurements from the Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction (RAMA) moorings at 15° N, 90° E; 12° N, 90° E; 8° N, 90° E; 4° N, 90° E; 1.5° N, 90° E; 0° N, 90° E are used to investigate the seasonal mixed-layer heat balance and the importance of barrier layer thickness (BLT) and vertical mixing (Q−h) in the Bay of Bengal (BoB).","Abstract. Time series measurements from the Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction (RAMA) moorings at 15° N, 90° E; 12° N, 90° E; 8° N, 90° E; 4° N, 90° E; 1.5° N, 90° E; 0° N, 90° E are used to investigate the seasonal mixed-layer heat balance and the importance of barrier layer thickness (BLT) and vertical mixing (Q−h) in the Bay of Bengal (BoB). It is found that the BLT, Q−h and mixed-layer heat balance all have a strong seasonality in the central BoB. Sea surface temperature (SST), salinity and wind are important for the observed strongest seasonal cycle of BLT in the central BoB, and wind is more important than the SST in the southern BoB. The heat storage rate (HSR) is primarily driven by latent heat flux and shortwave radiation (QSW and QL). Seasonal variations and the magnitudes of longwave radiation (QLW), sensible heat flux (QS), and horizontal mixed-layer heat advection are much weaker compared to those of QSW and QL. Q−h follows a pronounced seasonal cycle in the central BoB and is significantly positively correlated with the seasonal cycle of BLT at each mooring location. The seasonal variability of the stability favors the Q−h during winter and summer monsoon and suppress Q−h during monsoon transition periods. We found that Q−h plays the secondary role in the seasonal mixed-layer heat balance in the BoB. It is evident from the analysis that Q−h associated with temperature inversion (∆T) warms the mixed layer during winter and cools the mixed layer during summer. The warming tendency during winter is strong in the central BoB and weakens towards the equator, indicating a cooling tendency around the year. Our analysis further indicates the weakening of Q−h during monsoon transition periods favors the existence of warmer SST in the BoB, associated with thermal and salinity stratification in the central BoB."
